log_number,X_uuid,cluster_location_id,date_assessment,governorate_mcna_r,district_mcna,enumerator_num,question.name,issue,action,changed,old.value,Translation,new.value,flag_index
18378,0db2a904-6e96-4aa5-b0fd-a4dd37b5c326,25739,8/27/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه مدفئه,Refrigerator+ frezer,refrigerator freezer,9
18379,2dc9eabd-be2f-4ecb-baf5-7765056a7984,25739,8/27/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ غساله مدفئه مجمده,Cooking machine +waching machine +heater + frezer,cooking_stove washing_machine freezer winter_heaters,9
18380,8e5ff318-ecfe-4ccb-aa87-521404c82d79,25869,8/23/2020 0:00,NA,daquq,61,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,الاموال,cash money,NA,9
18381,efd8aea7-d93d-4470-b372-2ad6235e12ce,25869,8/23/2020 0:00,NA,daquq,61,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18382,6b917f29-db72-428a-8673-0730ad4783b5,26052,8/13/2020 0:00,NA,duhok,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسلة _ثلاجة,Refrigerator+ washing machine,refrigerator washing_machine,9
18383,12f1a2e4-bd2c-4ee4-a8d8-1c884d22387b,26052,7/29/2020 0:00,NA,duhok,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18384,54f26b33-7f70-432a-abd2-3c359f36adb2,27124,8/11/2020 0:00,NA,sumail,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمدة,frezer,freezer,9
18385,f6d30a2e-ba11-4c13-9fae-d4b4036f4e6e,27277,7/21/2020 0:00,NA,al.kut,1,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اجهزة تكييف,Air cooler,airconditioner,9
18386,4ee5b2ea-ceb4-4c2d-923c-ef48e4687457,27277,7/21/2020 0:00,NA,al.kut,1,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اجهزة تبريد,Air cooler,airconditioner,9
18387,0d5497f3-dfce-4d68-ad8b-8df81fcd4290,31726,7/27/2020 0:00,NA,kirkuk,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه,Refrigerator,refrigerator,9
18388,0d5497f3-dfce-4d68-ad8b-8df81fcd4290,31726,7/27/2020 0:00,NA,kirkuk,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه,Refrigerator,refrigerator,9
18389,a8af819f-bebb-45d5-9b58-93f2dab1b01e,32027,8/6/2020 0:00,NA,zakho,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,قنصور ملابس,Closet,closet,9
18390,9f5de26a-c3ec-461f-a717-459ee89b34a4,32027,8/6/2020 0:00,NA,zakho,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مبردات,Air cooler,airconditioner,9
18391,0c2e245f-9094-44b3-91f0-5a13370be37b,32028,8/6/2020 0:00,NA,zakho,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18392,d284544a-3ecc-4f93-bbd8-b20e963f6d74,32028,8/6/2020 0:00,NA,zakho,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمدة,ferzer,freezer,9
18393,4377d9a7-c20b-4184-8c0a-7fb90b7f94c1,32028,8/6/2020 0:00,NA,zakho,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18394,a0b84308-bbe3-4399-80c9-98807d5704e8,32028,8/6/2020 0:00,NA,zakho,96,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18395,de74a040-23c0-47a0-ab06-939bd1256138,32029,8/6/2020 0:00,NA,zakho,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18396,9b4e3bc5-18cd-4971-af86-f5dd7631bb09,32032,8/6/2020 0:00,NA,zakho,84,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,الارزاق والمال,money + food items ,NA,9
18397,1bd4bd35-6d36-4d3e-b000-2c6b6232cc69,33476,8/25/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده غساله,Frezer+washing machine,freezer washing_machine,9
18398,deb36380-7adb-49cb-9307-59206b974ba6,33476,8/25/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله مجمده تلفزيون,Frezer+washing machine +Television,freezer washing_machine,9
18399,8d4cea29-5eca-4dfc-b1bb-1fba9683cbd1,33476,8/25/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده طباخ غساله,Frezer +cooking machine + washing Machine,freezer cooking_stove,9
18400,296fb57a-9666-47fe-bd19-fbadc59a211a,33476,8/25/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18401,01f0f1b5-b4c1-47f9-9cc7-9d982eb8ceb8,33476,8/25/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله مجمده أبواب وشبابيك بيت,Frezer+washing machine +doors +wondows,freezer washing_machine,9
18402,c940b4a5-a099-45f1-a54e-10cbd8bc9e29,33476,8/25/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ مدفئه تلفزيون,cooking Machine +heater +Television,cooking_stove winter_heaters,9
18403,360ef410-6649-4ffe-8013-084bfe26e998,33477,9/6/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18404,360ef410-6649-4ffe-8013-084bfe26e998,33477,9/6/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18405,e148c205-8218-43f8-8153-8b9a1e1d156d,33477,8/24/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ غساله مجمده,cooking machine + washing Machine + Frezer ,cooking_stove washing_machine freezer freezer,9
18406,e148c205-8218-43f8-8153-8b9a1e1d156d,33477,8/24/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ غساله مجمده,cooking machine + washing Machine + Frezer ,cooking_stove washing_machine freezer freezer,9
18407,cef5bc6f-fc55-4080-a289-f6c5e8ae79ef,33477,8/24/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه مدفئه دواشك طباخ,Refrigerator+ heater +Mattesses+ cooking machine,refrigerator heating_cooking_fuel mattresses_sleeping_mats cooking_stove,9
18408,cef5bc6f-fc55-4080-a289-f6c5e8ae79ef,33477,8/24/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه مدفئه دواشك طباخ,Refrigerator+ heater +Mattesses+ cooking machine,refrigerator heating_cooking_fuel mattresses_sleeping_mats cooking_stove,9
18409,8c26b46d-ecd4-464a-b3b2-5c31d8880313,33477,8/24/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله طباخ دواشك,Washing Machine +Cooking Maching +Mattesses,washing_machine cooking_stove mattresses_sleeping_mats,9
18410,8c26b46d-ecd4-464a-b3b2-5c31d8880313,33477,8/24/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله طباخ دواشك,Washing Machine +Cooking Maching +Mattesses,washing_machine cooking_stove mattresses_sleeping_mats,9
18453,NA,NA,5/9/2020 0:00,NA,NA,1,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18645,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة وطباخ,Refrigerator+ cooking machine,refrigerator cooking_stove,9
18646,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة وتلفزيون,Refrigerator+ Television,refrigerator,9
18649,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة وتلفزيون,Refrigerator+ Television,refrigerator,9
18654,NA,NA,NA,NA,NA,95,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18662,NA,NA,NA,NA,NA,96,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزان ماء,water tank,water_tank,9
18759,NA,NA,NA,NA,NA,33,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Mawad sahia,Food Items,NA,9
18826,NA,NA,NA,NA,NA,119,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزان مياه,water tank,water_tank,9
18842,NA,NA,NA,NA,NA,120,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,تانكي,water tank,water_tank,9
18883,NA,NA,NA,NA,NA,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسلة _ ثلاجة,Refrigerator+washing machine,refrigerator washing_machine,9
18979,NA,NA,NA,NA,NA,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزان ماء و فلتر ماء,water tank and water filter,water_tank water_filter,9
19062,NA,NA,NA,NA,NA,96,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزان ماء,water tank,water_tank,9
19078,NA,NA,NA,NA,NA,95,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مواد شتوية,winterization items,winter_heaters,9
19086,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
19100,NA,NA,NA,NA,NA,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة,washing machine,washing_machine,9
19130,NA,NA,NA,NA,NA,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,فلتر ماء,water Filter,water_filter,9
19161,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ,stove,cooking_stove,9
19200,NA,NA,NA,NA,NA,116,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
19415,11cd5dec-a433-458b-bcbf-f892492883cb,NA,8/11/2020 0:00,NA,telafar,112,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مبرده +ثلاجه,Refrigerator+air cooler,refrigerator aidconditioner,9
19416,1ac4b98f-455d-40bf-9368-0003f7d890ee,NA,8/11/2020 0:00,NA,telafar,112,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,زجاج النوافذ,glass for windows,NA,9
19476,NA,NA,NA,NA,NA,96,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة,washing machine,washing_machine,9
19534,NA,NA,NA,NA,NA,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,فلتر ماء,water filter,water_filter,9
19540,NA,NA,NA,NA,NA,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة و غسالة,Refrigerator+washing machine,refrigerator washing_machine,9
19541,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة وثلاجة,Refrigerator+washing machine,refrigerator washing_machine,9
19542,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة وطباخ,Refrigerator+stove,refrigerator cooking_stove,9
19710,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمدة وثلاجة,Refrigerator+frezer,refrigerator freezer,9
19714,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزان,water tank,water_tank,9
19731,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مبردة وثلاجة,Refrigerator+air cooler,refrigerator aidconditioner,9
19740,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ وثلاجة,Refrigerator+stove,refrigerator cooking_stove,9
19957,NA,NA,NA,NA,NA,96,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
20017,NA,NA,NA,NA,NA,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزان ماء,water Tank,water_tank,9
20019,NA,NA,NA,NA,NA,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة,washing machine,washing_machine,9
20020,NA,NA,NA,NA,NA,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
20031,NA,NA,NA,NA,NA,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة ملابس,washing machine,washing_machine,9
20101,NA,NA,NA,NA,NA,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,جهاز تصفية الماء,water filter,water_filter,9
20190,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
20374,NA,NA,NA,NA,NA,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة ملابس ..  ثلاجة,Refrigerator+washing machine,refrigerator washing_machine,9
20421,NA,NA,NA,NA,NA,95,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة,washing machine,washing_machine,9
20463,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمدة,Frezer,freezer,9
20673,NA,NA,NA,NA,NA,96,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزان ماء,water tank,water_tank,9
20752,NA,NA,NA,NA,NA,120,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزان ماء,water tank,water_tank,9
20770,NA,NA,NA,NA,NA,96,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,براد,water Cooler,water_cooler,9
20774,NA,NA,NA,NA,NA,18,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزان مياه,water Tank,water_tank,9
20788,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة ومجمدة,Refrigerator+frezer,refrigerator freezer,9
20823,NA,NA,NA,NA,NA,118,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
20834,NA,NA,NA,NA,NA,36,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,Mawad khazaia,Food Items,NA,9
20939,NA,NA,1/9/2020 0:00,NA,NA,3,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,بطانيات ملابس,blankets+cloths,blankets,9
20960,16f0d6d0-94ef-411b-aca3-a7d1c7e44715,12597,9/8/2020 0:00,NA,rawanduz,120,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب حكومي,Salary from the governmemt,employment,11
20961,d8b6162b-b060-4cde-a97a-1dde9e55d33c,13141,9/6/2020 0:00,NA,rawanduz,120,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب حكومي,Salary from the governmemt,employment,11
20962,aeca32b6-4380-4003-b1cd-861a67ecdada,14375,8/18/2020 0:00,NA,dibis,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في وزارة الداخلية,An employee  is working in the Ministry of Interior,employment,11
20963,aeca32b6-4380-4003-b1cd-861a67ecdada,14375,8/18/2020 0:00,NA,dibis,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في وزارة الداخلية,An employee  is working in the Ministry of Interior,employment,11
20964,43f2474d-4125-4503-bb89-0a9ad49c82e8,14375,8/17/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف حكومي عسكري,soldier,employment,11
20965,43f2474d-4125-4503-bb89-0a9ad49c82e8,14375,8/17/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف حكومي عسكري,soldier,employment,11
20966,c28c20d1-b612-4290-8568-4ff10d2337ee,14375,8/17/2020 0:00,NA,dibis,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موضف بلدية,An employee is working at the Municipality,employment,11
20967,c28c20d1-b612-4290-8568-4ff10d2337ee,14375,8/17/2020 0:00,NA,dibis,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موضف بلدية,An employee is working at the Municipality,employment,11
20968,04c0f74a-3cf5-4b0d-9864-420466447822,14375,8/19/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف عسكري,soldier,employment,11
20969,04c0f74a-3cf5-4b0d-9864-420466447822,14375,8/19/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف عسكري,soldier,employment,11
20970,43eccef7-64ee-496c-bb90-7534b878bded,14375,8/17/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,لديه اسواق,there is n't any shopping center here,employment,11
20971,43eccef7-64ee-496c-bb90-7534b878bded,14375,8/17/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,لديه اسواق,there is n't any shopping center here,employment,11
20972,0548e134-e478-4b87-96df-18de77f41e8d,14375,8/17/2020 0:00,NA,dibis,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,معلمه,teacher,employment,11
20973,0548e134-e478-4b87-96df-18de77f41e8d,14375,8/17/2020 0:00,NA,dibis,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,معلمه,teacher,employment,11
20974,a854be2a-3fd0-418a-89e9-9dfb1247775f,14375,8/16/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف حكومي,An employee in the public sector,employment,11
20975,a854be2a-3fd0-418a-89e9-9dfb1247775f,14375,8/16/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف حكومي,An employee in the public sector,employment,11
20976,2112a6a9-2a59-427b-beb6-dfcc4d525e2a,14375,8/18/2020 0:00,NA,dibis,59,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف,An Employee,employment,11
20977,2112a6a9-2a59-427b-beb6-dfcc4d525e2a,14375,8/18/2020 0:00,NA,dibis,59,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف,An Employee,employment,11
20978,c8eaa80d-b980-4241-a4c6-8bc5d58130b9,14375,8/17/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف حكومي عسكري,soldier,employment,11
20979,c8eaa80d-b980-4241-a4c6-8bc5d58130b9,14375,8/17/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف حكومي عسكري,soldier,employment,11
20980,93ebc608-76a9-4254-887f-5d94889e834f,14530,8/19/2020 0:00,NA,kirkuk,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,بةشمركه عسكري,Peshmarga ( Soldier ),employment,11
20981,ab59f94f-47df-4ad6-b1d9-2c79271c793c,14530,8/18/2020 0:00,NA,kirkuk,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,عامل خدمة,Worker,employment,11
20982,3e6edf14-c0d5-4da5-928f-542019af3708,14530,8/19/2020 0:00,NA,kirkuk,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,اسايش,Security member,employment,11
20983,ed772c23-0b3a-40c8-9bdd-12df86121410,14530,8/19/2020 0:00,NA,kirkuk,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,شرطي,policeman,employment,11
20984,41b2c141-c33c-41f6-956f-fd15aac4506b,14530,8/18/2020 0:00,NA,kirkuk,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,معلمة,teacher,employment,11
20985,10587711-3670-4fbb-83dc-1405611d5fa3,14786,8/27/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موضف حكومي,An employee in the public sector,employment,11
20986,10587711-3670-4fbb-83dc-1405611d5fa3,14786,8/27/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موضف حكومي,An employee in the public sector,employment,11
20987,3c7668c2-697d-4e0b-a11e-4685c078056f,14786,8/27/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,بيشمركة,Peshmarga ( Soldier ),employment,11
20988,3c7668c2-697d-4e0b-a11e-4685c078056f,14786,8/27/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,بيشمركة,Peshmarga ( Soldier ),employment,11
20989,7e9603c1-ba30-42e5-b349-3a1df0ee522b,14786,8/27/2020 0:00,NA,daquq,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,شرطي في البيشمركة,policeman,employment,11
20990,7e9603c1-ba30-42e5-b349-3a1df0ee522b,14786,8/27/2020 0:00,NA,daquq,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,شرطي في البيشمركة,policeman,employment,11
20991,7a8da41e-21f7-4cb1-9ae7-b86422d5949a,14786,8/27/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,بشمركة,Peshmarga ( Soldier ),employment,11
20992,7a8da41e-21f7-4cb1-9ae7-b86422d5949a,14786,8/27/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,بشمركة,Peshmarga ( Soldier ),employment,11
20993,0747516a-d04b-4161-b1af-b10d4dcdb745,14788,8/26/2020 0:00,NA,daquq,55,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,عسكري, Soldier,employment,11
20994,8ac4385b-8da4-4bb5-9250-1ea0796f03b0,14788,8/26/2020 0:00,NA,daquq,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف عسكري,soldier,employment,11
20995,635a124e-f27d-42d5-b590-f7f9fcd7646d,14788,8/26/2020 0:00,NA,daquq,55,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب شهداء, Martyrs' salary,social_service,11
20996,fd3a6589-d779-4751-8049-2a3da7ad9d8a,14864,8/26/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,الزراعه,agriculture,employment,11
20997,081a79de-83dc-4f1c-b6ea-40b3d7ad025f,14960,8/26/2020 0:00,NA,daquq,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,منتسب في الجيش,soldier,employment,11
20998,0e32e10c-a39f-42ef-bcd0-df6d2749531f,15594,8/19/2020 0:00,NA,al.hawiga,61,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,راتب خدمي او حارس,retired Salary +Watchman,employment retirement_pension,11
20999,2c6ca710-0d3c-46b4-9ec6-933b2e70892f,15674,8/23/2020 0:00,NA,dibis,55,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,عسكري, Soldier,employment,11
21000,2c6ca710-0d3c-46b4-9ec6-933b2e70892f,15674,8/23/2020 0:00,NA,dibis,55,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,عسكري, Soldier,employment,11
21001,257b765b-e6d9-4c4d-9e61-2321864459cc,15674,8/23/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف الحشد,An Employee with AlHashed,employment,11
21002,257b765b-e6d9-4c4d-9e61-2321864459cc,15674,8/23/2020 0:00,NA,dibis,63,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف الحشد,An Employee with AlHashed,employment,11
21003,15e807c9-3828-4e3f-b150-f3c19adf74d9,21483,8/24/2020 0:00,NA,daquq,57,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,بيشمركة,Peshmarga ( Soldier ),employment,11
21004,80b71981-1c6c-4e80-8dc0-bd0f32ac0a1b,21702,9/7/2020 0:00,NA,kirkuk,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في المنتوجات, Sales representative,employment,11
21005,7a0c6129-a711-4677-b480-575a51a991fb,21702,9/7/2020 0:00,NA,kirkuk,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,معلم,teacher,employment,11
21006,484d882d-7ec6-4f23-9fc4-f585f01f465b,21702,9/7/2020 0:00,NA,kirkuk,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,منتسبين في الاقليم,Soldiers in KRI,employment,11
21007,2d67b76e-44d8-421c-96d7-46c50cf3ceaa,24632,8/23/2020 0:00,NA,dibis,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في الشرطه,policeman,employment,11
21008,2c430187-53ac-4f45-b9f0-7df8d6eb1ed1,24632,8/23/2020 0:00,NA,dibis,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في الشرطه,policeman,employment,11
21009,ceef1d93-8bd4-4192-95e2-a6238646bb32,25556,9/3/2020 0:00,NA,kirkuk,62,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف في دائرة الكهرباء,An employee in the Director of Electicity,employment,11
21010,d540c980-434a-4dd8-a395-d62421376561,25556,9/3/2020 0:00,NA,kirkuk,64,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,موظف لدى وزارة الداخلية,An employee  is working in the Ministry of Interior,employment,11
21011,a963e42d-14c3-4f27-9eb7-4a30dff25c6f,29631,8/26/2020 0:00,NA,daquq,58,primary_livelihood_other,Flag if primary_livelihood_other is not NA,Translate,NA,الراعي الغنم,Shepherd,employment,11
